,name,address,county,ethnicity,GENDER,VETERAN,INCOME,NIGHTS,completed,probation,assistancetype,required,birthday,day_age,year_age,age_bracket,is_bday
839,Jessica Marquez,"022 Jones Plains Apt. 541
New Allison, MO 31202",South Heidiberg,3,0,0,4455.0,428,1,1,0,1,1988-07-11,11833,32,adult,False
840,Debra Turner,"567 David Dam Suite 184
East Elizabethfort, MT 67302",Port Shannon,4,0,0,4206.0,43,0,1,0,1,2005-06-15,5650,15,12-15,False
841,Julia Wells,"9961 Moore Overpass
Alexanderton, WV 13129",West Jennifer,1,1,1,12320.0,492,1,0,0,0,1992-12-19,10211,27,adult,False
842,Amanda Stokes,"575 Susan Fork
Bondland, CA 64554",West Jennifer,1,1,0,884.0,62,0,0,0,0,1971-01-04,18231,49,adult,False
843,Veronica Pacheco,"487 Marsh Knoll
Douglasmouth, MT 21407",Jacobfurt,5,0,0,2569.0,272,0,1,0,1,1977-09-21,15779,43,adult,False
844,Brooke Clark,"USCGC Evans
FPO AP 03377",North Elizabeth,2,0,1,4511.0,165,1,0,1,1,2015-02-27,2106,5,4-6,False
845,Sally Payne,"1854 Darryl Haven Apt. 673
Lopezview, IA 21251",Jacobfurt,3,1,0,5679.0,87,0,0,0,1,1981-12-02,14246,39,adult,False
846,Rebekah Fernandez,"684 Lopez Stravenue Apt. 888
Davidstad, GA 10916",South Heatherport,3,0,0,12366.0,305,0,1,1,1,2017-09-25,1165,3,0-3,False
847,Angelica Garcia,"058 Rodriguez Via Suite 598
Pageberg, NM 13719",Ruizchester,3,0,1,5081.0,279,0,0,1,1,1986-02-06,12719,34,adult,False
848,Daniel Hensley,"81899 Evans Harbor
Williamtown, NV 95729",Mcdonaldborough,2,0,0,868.0,221,1,0,0,0,2011-12-07,3284,8,7-11,False
849,Krista Hull,"507 Brandon Springs
North Corymouth, MS 28306",Ruizchester,2,0,1,12761.0,110,0,0,1,0,1990-05-01,11174,30,adult,False
850,John Little,"64058 Blackwell Knoll
Kirbybury, WY 10241",Jeffreymouth,2,1,0,10068.0,2,1,1,1,1,2010-08-16,3762,10,7-11,False
851,Maxwell Le,"USCGC Davis
FPO AE 74846",Lake Kirsten,2,0,1,329.0,294,0,0,0,1,1994-12-25,9475,25,adult,False
852,Dawn Evans,"39176 Lewis Forest
North Amy, IN 27727",Ruizchester,0,1,0,712.0,338,0,1,1,0,1972-10-30,17566,48,adult,False
853,Lori Hamilton,"667 Patricia Mountains Apt. 473
New Kelly, ID 82961",Gonzalezhaven,3,0,1,8758.0,391,1,1,1,0,1997-09-09,8486,23,adult,False
854,Ethan Brown,"260 Jason Island Apt. 706
West Tracy, NY 56947",South Elijahberg,4,1,0,2768.0,176,0,0,0,0,1987-02-12,12348,33,adult,False
855,David Johnson,"4100 Jones Overpass Apt. 975
Jenniferchester, IN 62848",Port Shannon,3,1,1,8557.0,407,1,0,1,0,1982-11-29,13884,38,adult,False
856,Bernard Peterson,"6853 Smith Harbors
Mayerport, SD 45081",New Denise,5,1,1,10627.0,174,0,0,1,1,1993-03-06,10134,27,adult,False
857,Adam White,"411 Todd Mission
South Jason, ID 25978",South Elijahberg,0,1,1,10777.0,381,0,1,1,0,1978-09-28,15407,42,adult,False
858,Richard Williams,"624 Bryant Parkway Suite 886
Rochaburgh, ID 54594",Williamsberg,4,0,0,509.0,352,0,0,1,1,2000-06-19,7472,20,adult,False
859,Scott Sosa,"86668 James Mall
East Amber, WI 84260",New Joseph,2,0,0,9848.0,178,1,1,0,0,1987-02-16,12344,33,adult,False
860,Melanie Griffith,"556 Downs Ports Suite 724
South Erica, AZ 71420",Jeffreymouth,4,0,1,4586.0,105,0,1,0,1,1976-04-19,16299,44,adult,False
861,Mary Lopez,"395 Jacob Parks Suite 436
East Richardshire, OK 23429",New Joseph,5,1,1,4607.0,381,0,0,1,1,2007-07-20,4885,13,12-15,False
862,Robert Evans,"818 Lisa Ridge Suite 247
Erinview, CT 59754",South Heidiberg,3,1,0,15312.0,347,1,0,1,0,1986-12-14,12408,33,adult,False
863,Bradley Jackson,"87861 Sarah Forest
Ryanberg, TN 98177",Stephanieville,4,0,0,7068.0,340,0,1,1,1,1976-02-19,16359,44,adult,False
864,Justin Mcbride,"USCGC Cook
FPO AP 66141",Mcdonaldborough,3,0,0,3438.0,415,1,1,0,1,1996-04-26,8987,24,adult,False
865,Michael Johnson,"34465 Diana Center Suite 775
Kellyfort, FL 75610",New Joseph,3,1,0,10381.0,217,0,0,0,1,1998-03-20,8294,22,adult,False
866,Thomas Robertson,"26117 Scott Station Apt. 845
Thompsonfort, WI 27457",Jacobfurt,2,0,1,4469.0,192,1,1,1,1,1984-10-01,13212,36,adult,False
867,Stephanie Austin,"7839 Jacqueline Mountain Apt. 458
South Juliemouth, OH 28814",Currytown,1,0,1,13043.0,364,1,1,1,1,1974-10-21,16845,46,adult,False
868,Walter Ramsey,"USCGC Phillips
FPO AA 11381",Ruizchester,0,0,1,383.0,473,1,1,0,1,2004-07-27,5973,16,16-18,False
869,Teresa Gill,"69733 Peter Radial
Burgessshire, NC 51712",Jacobfurt,3,1,1,704.0,441,0,0,0,0,1999-04-15,7903,21,adult,False
870,Jennifer Mccarty,"201 Robert Mission Apt. 678
New Malloryville, CT 84300",Lake Kirsten,2,1,1,4382.0,123,0,0,1,0,2010-12-17,3639,9,7-11,False
871,Lori Anderson,"7015 Annette Viaduct Suite 850
North Nicholas, KS 37156",Smithfurt,2,1,1,5051.0,197,0,0,1,0,2003-03-01,6487,17,16-18,False
872,Angela Cardenas,"006 Brittany Keys
East Nicoleland, CT 86762",West Paul,0,0,1,1482.0,99,1,0,0,1,1992-02-24,10510,28,adult,False
873,Crystal Moore,"118 Scott Isle
New Ethanstad, KS 39111",New Jasmin,5,0,0,4949.0,179,0,0,0,0,2008-09-04,4473,12,12-15,False
874,Deborah Decker,"3212 Jennifer Mountain Suite 776
Lake Heather, MN 76615",Stephanieville,5,1,0,10255.0,25,0,1,0,0,2020-02-17,290,0,,False
875,Derrick Wilson,"1106 Amanda Path
North Carlos, DC 37398",South Heidiberg,1,0,0,15065.0,78,1,1,1,0,1988-01-22,12004,32,adult,False
876,Aaron Hood,"862 Williams Mill Suite 904
Pamelaton, WA 88362",Ruizchester,4,1,1,5317.0,209,1,1,0,1,1999-09-04,7761,21,adult,False
877,Antonio Guerrero,"9278 Norton Estates
West Diana, WI 57334",Port Shannon,0,0,1,15192.0,235,0,1,0,1,2011-04-14,3521,9,7-11,False
878,Alan Osborne,"3293 Johnson Square Suite 466
North Kelsey, OK 05884",Currytown,1,0,1,928.0,206,1,0,0,1,1975-03-07,16708,45,adult,False
879,Daniel Howard,"8374 Mills Lodge Suite 625
Fernandezborough, LA 99151",New Joseph,2,0,0,15122.0,7,0,1,0,1,2017-05-08,1305,3,0-3,False
880,Brandon Duncan,"816 Pittman Courts
East Elizabethtown, IA 73616",Mcdonaldborough,5,1,0,5357.0,150,1,0,1,1,2010-08-28,3750,10,7-11,False
881,Alexandria Cooper,"6843 Robert Cliff Apt. 615
North Angelamouth, OR 07950",West Jennifer,1,0,1,292.0,51,1,0,0,1,1996-07-05,8917,24,adult,False
882,Brian Brown,"USCGC Dean
FPO AE 86405",Smithfurt,3,1,1,1069.0,304,0,0,0,1,1989-12-31,11295,30,adult,False
883,Shelby Cochran,"2436 Austin Crossroad
Christinastad, WA 38792",New Denise,3,1,0,10190.0,176,0,1,1,0,2018-03-11,998,2,0-3,False
884,Valerie Mayer,"149 Donald Springs Suite 631
New Jesse, WV 36152",Smithfurt,3,1,0,8099.0,455,0,0,1,1,1970-05-21,18459,50,adult,False
885,Virginia Romero,"422 Martin Lodge
East Kimberlymouth, WA 87419",Jeffreymouth,2,0,0,12933.0,163,0,0,0,0,1983-06-23,13678,37,adult,False
886,Tara Peterson,"27171 Fowler Knoll Suite 473
New Cassandra, NJ 58321",Ruizchester,1,1,1,12866.0,14,1,1,1,0,1976-08-07,16189,44,adult,False
887,Kurt Roth,"42971 Taylor Mount Apt. 744
Huffmouth, ID 44410",Currytown,1,0,1,15210.0,145,0,0,0,0,2007-01-23,5063,13,12-15,False
888,Elizabeth Garza,"941 Woods Station Apt. 375
Matthewhaven, WV 18687",Jacobfurt,4,0,1,12614.0,396,1,1,0,0,2000-08-14,7416,20,adult,False
889,James Evans,"89394 Mary Landing Apt. 827
South Annaport, OK 64012",New Joseph,3,0,0,10302.0,309,1,0,0,0,2012-08-16,3031,8,7-11,False
890,Michael Thompson,"91458 Chad Gateway
South Erinview, MO 40714",Currytown,1,1,1,15006.0,476,0,1,0,1,2019-03-19,625,1,0-3,False
891,Michael Barnes,"9087 Zachary Expressway Suite 206
East Stevenmouth, WY 27989",New Denise,3,0,1,883.0,87,0,1,0,0,2002-12-22,6556,17,16-18,False
892,Jennifer Mendoza,"72538 Andrea Spur Suite 933
New Donald, NE 44585",Jacobfurt,4,1,0,5402.0,440,0,1,1,1,2017-12-29,1070,2,0-3,False
893,Christopher Cox,"9677 Kevin Station Apt. 556
Abigailton, RI 13777",Elaineville,5,1,0,10234.0,415,1,0,0,1,2018-12-30,704,1,0-3,False
894,Gregory Durham,"6911 Shane Park Apt. 717
South Andrewland, NJ 30335",Jeffreymouth,1,1,0,4611.0,340,1,0,0,0,2015-06-20,1993,5,4-6,False
895,Angela Moody,"7231 Jenkins Cliffs Suite 444
South Jonathanstad, MO 78211",New Jasmin,5,0,0,4144.0,507,0,0,0,1,1997-01-25,8713,23,adult,False
896,Jonathan Moore,"6560 Franklin Junction
Millerstad, MN 94397",West Jennifer,5,1,0,9760.0,174,0,0,1,0,2006-02-22,5398,14,12-15,False
897,Terry Dunn,"16930 Brown Port
Port Jesse, MS 93343",South Heidiberg,2,0,1,1308.0,225,0,0,0,0,1985-08-25,12884,35,adult,False
898,Cheryl Casey,"97539 Jaclyn Tunnel Apt. 627
East Nicholas, DC 21725",New Joseph,1,0,1,11287.0,111,0,0,0,0,2000-01-11,7632,20,adult,False
899,Hannah Wiley,"679 Michael Village Apt. 583
New Cherylview, WY 44754",South Heatherport,4,0,0,8899.0,386,1,0,1,1,1986-02-27,12698,34,adult,False
900,Felicia Oconnor,"811 Payne Lodge
Jenniferburgh, RI 88643",West Paul,2,1,1,1165.0,287,0,0,1,1,2006-10-08,5170,14,12-15,False
901,Matthew Roach,"672 Drake Locks
New Charles, CA 36602",Stephanieville,2,1,0,3770.0,32,0,1,0,0,1980-01-07,14941,40,adult,False
902,Brendan Colon,"3250 Andrea Lights Suite 888
South Jonathan, OH 14305",New Joseph,2,0,1,7992.0,307,0,0,0,1,2006-11-25,5122,14,12-15,False
903,William Stafford,"31363 Mark Estates Apt. 125
New Margaret, AZ 89365",West Paul,5,1,0,7868.0,125,0,0,1,1,1995-06-11,9307,25,adult,False
904,Mary Hernandez,"65997 Espinoza Court Suite 152
West Annatown, WA 28111",New Denise,3,1,1,10455.0,436,0,1,1,1,1981-03-23,14500,39,adult,False
905,Julia Johnson,"982 David Locks Suite 628
Antonioville, AR 38413",Port Shannon,1,1,0,5403.0,430,1,0,1,1,2010-09-15,3732,10,7-11,False
906,Shawn Orr,"8721 Daniels Place Suite 531
Wellsberg, WA 92708",West Paul,5,0,1,4332.0,302,0,0,1,0,2008-03-25,4636,12,12-15,False
907,Timothy Sanchez,"52689 Ian Cliff
West Raymondfort, NC 38831",South Heatherport,5,0,0,8163.0,365,0,1,1,0,2012-03-01,3199,8,7-11,False
908,Julia Luna,"66526 Timothy Green Apt. 141
Perezview, AZ 94405",Stephanieville,0,1,0,8946.0,8,1,1,0,1,1997-02-05,8702,23,adult,False
909,April Rivera,"2322 Butler Ports Apt. 367
Annettebury, AK 41650",Williamsberg,2,1,1,6101.0,306,0,0,1,1,1973-11-07,17193,47,adult,False
910,Lisa Rivera,"7430 Paul Stream
Robinsonborough, VT 77696",New Joseph,0,1,0,769.0,414,0,1,0,1,1976-08-10,16186,44,adult,False
911,April Nguyen,"002 Crawford Fall
Smithstad, KS 79264",Williamsberg,3,0,0,13751.0,332,0,1,0,0,2020-05-28,189,0,,False
912,Brandon Davis,"Unit 2986 Box 9245
DPO AE 43275",Williamsberg,3,1,0,5815.0,490,0,1,0,1,2015-09-07,1914,5,4-6,False
913,Mary Murphy,"042 Duke Lock
Lake Melissa, AL 15991",South Heidiberg,0,0,0,12299.0,471,0,0,1,0,2010-12-08,3648,9,7-11,False
914,Tricia Davis,"25462 Jennifer River Apt. 117
West Cynthialand, LA 87792",South Elijahberg,1,1,0,11271.0,222,0,0,1,1,1975-04-03,16681,45,adult,False
915,Robert Lynn,"705 Dylan Pike Apt. 231
Bradleyshire, IA 49952",Williamsberg,1,1,1,11702.0,392,1,0,0,0,2018-10-29,766,2,0-3,False
916,Justin Thomas,"029 Jennifer Trace
Williamtown, MN 10773",South Heidiberg,0,1,0,7874.0,315,1,0,1,0,1999-05-14,7874,21,adult,False
917,Donald Garcia,"08369 Shaw Ports Apt. 107
Johnburgh, NY 95378",West Paul,4,1,0,9040.0,40,1,1,0,0,2003-01-23,6524,17,16-18,False
918,Jerome Hayes,"05523 Walker Square
East Olivia, NY 14797",South Elijahberg,1,1,0,4295.0,168,0,1,1,1,2006-05-27,5304,14,12-15,False
919,Paul Brooks,"6626 Patel Cove
Erinchester, FL 15417",Mcdonaldborough,0,0,0,8831.0,440,1,0,1,0,1988-11-23,11698,32,adult,False
920,Devin Morse,"682 Angel Loaf
West Teresahaven, GA 30118",Stephanieville,2,0,1,2034.0,202,0,0,0,0,1977-06-27,15865,43,adult,False
921,Christian Webb,"31560 Alan Fork Apt. 571
East Sonyaland, FL 97734",Mcdonaldborough,1,0,1,6133.0,133,0,1,0,1,1970-12-14,18252,49,adult,False
922,Stephanie Walker,"Unit 6166 Box 1598
DPO AE 39082",Jacobfurt,0,1,1,9020.0,162,0,0,1,0,1984-11-10,13172,36,adult,False
923,Robert Marshall,"2393 Andersen Ports
South Nicole, OK 60217",Williamsberg,3,0,0,11375.0,58,0,0,0,1,2000-11-27,7311,20,adult,False
924,Angela Morales,"0756 Jennifer Fort
Bethanymouth, CT 73325",West Jennifer,4,0,1,8715.0,509,1,1,0,1,1978-02-05,15642,42,adult,False
925,James Kim,"USNV Short
FPO AE 34560",North Elizabeth,2,1,0,12216.0,75,1,0,1,1,1981-11-20,14258,39,adult,False
926,Robert Perez,"444 Phillips Tunnel
Port Tracy, NY 25301",Currytown,3,0,1,5994.0,65,0,0,1,1,2014-02-18,2480,6,4-6,False
927,Kelli Miller,"1954 Daniel Landing
Jerrymouth, WY 02298",Jeffreymouth,1,0,0,11626.0,424,0,0,1,1,2012-07-03,3075,8,7-11,False
928,Steven Freeman,"6158 William Overpass Apt. 256
Phillipsburgh, MS 36307",South Heidiberg,4,0,1,5093.0,460,1,0,0,0,1984-03-24,13403,36,adult,False
929,Christopher Kim,"1070 Summers Stravenue Apt. 375
Rodneychester, WV 04843",Lake Kirsten,0,1,0,9344.0,141,0,1,1,0,1999-10-07,7728,21,adult,False
930,Kenneth Jackson,"673 Christopher Ford
Kevinland, WA 28011",New Denise,0,1,0,2408.0,134,1,1,1,0,1995-06-30,9288,25,adult,False
931,Tiffany Martinez,"22617 Aguilar Land
Marshborough, MO 07751",West Paul,1,1,1,235.0,147,0,1,0,0,1982-05-16,14081,38,adult,False
932,Susan Fernandez,"707 Jennifer Valley
South Natashatown, IL 93834",Port Shannon,4,0,0,13024.0,505,0,1,1,1,2001-02-24,7222,19,adult,False
933,Donna Tyler,"01202 Jennifer Ford
Cindyburgh, WV 91847",Smithfurt,2,1,0,761.0,0,1,1,0,0,1996-03-23,9021,24,adult,False
934,Cindy Baker,"30541 Washington Course
New Alan, CT 53001",Mcdonaldborough,5,0,0,13567.0,226,1,1,1,1,2012-11-30,2925,8,7-11,False
935,Dr. Luis Mills,"Unit 9567 Box 1643
DPO AA 23338",Currytown,5,1,0,12307.0,75,1,0,1,0,1972-07-29,17659,48,adult,False
936,Kayla Hughes,"376 Holden Ports Apt. 732
Daltonchester, NH 96170",Jeffreymouth,1,1,1,5964.0,329,0,0,0,0,1971-04-18,18127,49,adult,False
937,Justin King,"51384 Robert Greens
Russellton, AL 86198",New Jasmin,0,1,0,3561.0,105,1,1,0,0,1996-11-11,8788,24,adult,False
938,Erica Clarke,"788 Hogan Mill
New Christopher, MI 78063",New Jasmin,4,0,1,13685.0,501,0,0,1,1,1977-05-04,15919,43,adult,False
939,Donna Willis,"PSC 0317, Box 0797
APO AP 61667",New Jasmin,3,0,1,13212.0,467,1,1,1,1,2005-03-31,5726,15,12-15,False
940,Jessica Nunez,"593 Murray Branch
Lake Gregoryfort, CT 04797",South Heatherport,1,1,0,10212.0,449,1,1,1,0,1991-09-28,10659,29,adult,False
941,Jacob Nelson,"1399 Orr Path
Bryantton, LA 46203",Currytown,1,1,0,13871.0,128,1,0,1,1,1997-06-29,8558,23,adult,False
942,Roy Juarez,"PSC 3324, Box 2074
APO AP 20488",Stephanieville,3,0,0,12755.0,283,1,1,0,1,1975-07-05,16588,45,adult,False
943,Christopher Morgan,"375 Gonzalez Crest
North Peggy, NM 04267",Port Shannon,3,1,0,371.0,156,0,1,0,1,1992-06-28,10385,28,adult,False
944,David Moses,"663 Bishop Trafficway Suite 279
South Michelle, IN 56299",South Heatherport,2,0,1,4951.0,293,0,1,0,0,2005-01-05,5811,15,12-15,False
945,Frank Key,"801 Geoffrey Route
Matthewstad, MO 34926",Stephanieville,2,1,1,8318.0,463,0,0,1,0,1972-02-12,17827,48,adult,False
946,Heather Cooper,"55670 Johnson Crest
Port Carol, MD 95905",New Denise,3,1,0,8038.0,41,0,1,1,1,1982-03-20,14138,38,adult,False
947,Michael Williams,"697 Petersen Shores
Craneton, OK 97457",West Paul,1,1,1,7583.0,310,1,1,1,1,2014-04-13,2426,6,4-6,False
948,Michael Williams,"78628 Watson Pine Suite 488
Crystalburgh, AR 84633",Mcdonaldborough,5,0,1,6622.0,53,0,1,0,1,2006-11-09,5138,14,12-15,False
949,Jasmine Berry,"977 Bird Vista Suite 678
Jasminemouth, NY 65454",Currytown,5,0,1,13564.0,274,1,1,1,1,2007-07-29,4876,13,12-15,False
950,Joshua Fields,"075 Davis Mall Apt. 272
East Benjamin, GA 26162",West Jennifer,1,0,0,15206.0,186,1,1,0,1,1983-10-13,13566,37,adult,False
951,Bradley Mack,"PSC 9606, Box 0135
APO AP 04709",Currytown,5,0,1,6886.0,73,1,1,0,0,1980-04-28,14829,40,adult,False
952,Joel Garrett,"988 Devon Pike Suite 536
Ramseybury, ME 78676",Gonzalezhaven,0,0,1,9124.0,31,0,1,0,0,2018-10-23,772,2,0-3,False
953,Jacob Foster,"459 Santiago Cliffs
East William, VA 12292",Port Shannon,5,1,0,8336.0,112,1,0,0,1,1970-03-06,18535,50,adult,False
954,Kristen Snyder DDS,"6720 Cynthia Drive Suite 829
Marytown, CO 70054",New Jasmin,4,0,1,13729.0,512,1,1,1,1,1978-07-28,15469,42,adult,False
955,Amanda Becker,"7602 Jason Springs Apt. 761
East Jennifer, NE 45803",Lake Kirsten,2,1,1,4731.0,128,0,0,0,1,1987-08-16,12163,33,adult,False
956,Kyle Williams,"54155 Andrea Mission
Georgehaven, OK 21047",South Heatherport,2,1,1,10466.0,508,1,0,1,0,2018-12-01,733,2,0-3,False
957,John Huff,"115 Oconnell Centers
Wendyfort, AK 28604",Mcdonaldborough,0,1,0,12180.0,256,1,0,1,0,1984-05-07,13359,36,adult,False
958,Christine Anderson,"PSC 7582, Box 5988
APO AP 06651",New Joseph,5,1,1,4913.0,220,0,0,1,1,1979-01-05,15308,41,adult,False
959,Kristen Wilkinson,"205 Erickson Springs Apt. 501
Oliviaborough, RI 55331",Mcdonaldborough,1,1,1,1869.0,18,0,1,0,0,1997-10-03,8462,23,adult,False
960,Scott Jones,"4715 Deborah Harbor
Whitakermouth, TN 51465",Gonzalezhaven,1,0,0,9344.0,141,1,1,1,1,1970-02-22,18547,50,adult,False
961,Wendy Hughes,"174 Mcfarland Mountains Apt. 063
Johnhaven, GA 51749",Lake Kirsten,3,1,0,9751.0,379,0,0,0,1,2006-03-28,5364,14,12-15,False
962,April Melendez,"66171 Shane Lake
New Geraldfort, ME 73424",South Heidiberg,5,1,0,14715.0,387,1,0,0,1,1975-01-20,16754,45,adult,False
963,Paul Simmons,"967 Charles Ville
Michaelmouth, NY 56265",Smithfurt,3,1,1,4357.0,342,0,0,1,1,1990-10-20,11002,30,adult,False
964,Kristina Montgomery,"025 Martinez Light
New Sarahborough, SD 79216",Jacobfurt,0,0,0,8448.0,170,0,0,0,1,2013-03-06,2829,7,7-11,False
965,Jordan Martinez,"8738 Grant Turnpike Suite 607
Lake Emilyburgh, OH 78328",North Elizabeth,2,1,0,2290.0,218,0,1,0,1,1997-11-18,8416,23,adult,False
966,Jesus Thompson,"Unit 8758 Box 1890
DPO AE 58132",West Paul,2,1,0,14966.0,89,0,0,0,1,1992-05-13,10431,28,adult,False
967,Kaylee Gill,"51490 Zachary Circle Apt. 169
Shawhaven, CA 41064",Gonzalezhaven,4,1,0,3070.0,87,1,0,0,1,1979-11-29,14980,41,adult,False
968,Matthew Bentley,"4080 Jeffrey Neck Apt. 222
Christopherfurt, NY 98001",South Heidiberg,5,1,0,2342.0,427,0,1,0,0,2013-08-24,2658,7,7-11,False
969,Chase Aguilar,"96063 Rebecca Crossroad Apt. 684
Williamshaven, CA 97629",New Joseph,2,0,0,10878.0,354,1,1,0,0,1970-12-02,18264,50,adult,False
970,Kimberly Beck,"USNV Reyes
FPO AA 49702",Williamsberg,5,1,1,6532.0,260,0,0,0,0,2008-08-24,4484,12,12-15,False
971,Nicole Powell,"38882 Murray Union Suite 861
North Bradleyport, RI 55636",Ruizchester,1,1,1,4386.0,211,0,1,1,1,2009-11-10,4041,11,7-11,False
972,Timothy Peck,"032 Jacobs Turnpike Apt. 802
New Kevin, WV 59341",South Heatherport,0,0,0,13324.0,153,0,1,0,1,1986-11-13,12439,34,adult,False
973,Zachary Rodriguez,"49470 Frank Shoal Apt. 950
East Daniel, IN 51425",Port Shannon,4,1,1,12537.0,78,0,0,0,1,1973-08-16,17276,47,adult,False
974,Tracy Mcdonald,"5605 Joseph Camp
Christophermouth, RI 17785",Stephanieville,3,1,0,7602.0,77,1,1,0,1,1973-07-10,17313,47,adult,False
975,Mark Jones,"81704 Rivera View Apt. 345
North Adamside, WY 65930",North Elizabeth,0,1,0,2856.0,23,1,1,1,1,1996-11-27,8772,24,adult,False
976,Michael Garcia,"026 Miller Way
Pittmanton, MS 70120",West Paul,2,0,1,14134.0,46,1,0,0,0,2014-05-17,2392,6,4-6,False
977,Jose Cook,"09716 Keith Streets Suite 157
Brendashire, KS 84896",Stephanieville,3,0,0,1773.0,340,1,0,0,0,1970-04-15,18495,50,adult,False
978,Christian Reyes,"3903 Lucas Trace
Tranborough, GA 90632",North Elizabeth,0,1,0,4996.0,497,0,0,1,0,2011-06-29,3445,9,7-11,False
979,Elizabeth Brown,"0533 Jose Square Suite 183
South Erica, ME 05174",Jacobfurt,1,0,0,5169.0,44,0,0,0,1,1974-05-05,17014,46,adult,False
980,Laura Burton,"685 Beck Center Suite 325
New Amyside, MA 89801",South Heidiberg,4,1,0,8747.0,116,1,1,1,1,1983-08-06,13634,37,adult,False
981,John Ryan,"544 Corey Highway Suite 937
West Deborah, MN 45504",South Heidiberg,1,1,1,1504.0,230,1,0,0,1,1981-07-28,14373,39,adult,False
982,Melissa Morris,"8019 Matthew Mountains
Robertside, DE 99004",Mcdonaldborough,5,0,0,9819.0,33,0,0,0,1,1978-04-20,15568,42,adult,False
983,Ricardo Thompson,"36530 James Harbors
Turnertown, MN 21006",South Elijahberg,2,1,0,13729.0,259,1,0,0,1,1992-02-27,10507,28,adult,False
984,Charles Khan,"PSC 4411, Box 4501
APO AP 09346",West Jennifer,1,1,1,14617.0,76,1,1,0,0,2001-10-02,7002,19,adult,False
985,Michelle Rojas,"85147 Mason Lights
Lake Carly, NY 43325",Lake Kirsten,3,0,1,4794.0,270,1,0,0,1,1988-09-12,11770,32,adult,False
986,Melissa Rodriguez,"520 Patel Orchard Apt. 157
Port Marissachester, UT 54691",Mcdonaldborough,0,1,0,5330.0,117,1,0,1,0,1983-05-30,13702,37,adult,False
987,Thomas Hooper,"253 Compton Summit Apt. 265
West Derekshire, IN 35551",Jeffreymouth,4,1,1,2754.0,311,0,1,0,0,2004-10-25,5883,16,16-18,False
988,Mr. Joshua Rodriguez,"9152 Michelle Centers
Paulview, MA 89354",Smithfurt,5,1,0,986.0,418,0,0,0,1,2003-06-23,6373,17,16-18,False
989,Dawn Lowe,"Unit 0987 Box 5539
DPO AA 61236",Gonzalezhaven,3,1,1,6345.0,180,1,0,1,0,1980-01-21,14927,40,adult,False
990,Evelyn Lawrence,"98563 Smith Village Suite 973
New Manuel, CA 36438",Currytown,0,0,0,9417.0,299,1,1,0,1,2008-11-05,4411,12,12-15,False
991,Joseph Tate,"33407 Wade Unions
Hudsontown, MO 13282",New Joseph,5,0,1,11096.0,499,1,1,0,0,1984-08-13,13261,36,adult,False
992,Laura Jones,"60932 Christy Rest
Christopherfurt, LA 77716",Williamsberg,3,0,1,11849.0,473,1,0,1,1,1975-05-05,16649,45,adult,False
993,Brent Vasquez,"2561 Fritz Canyon
Harrisland, NV 90400",Stephanieville,1,1,0,15109.0,180,1,1,1,1,1982-10-04,13940,38,adult,False
994,Kaylee Blankenship,"28055 Jeremy Locks Apt. 321
Jerrymouth, CT 22720",Elaineville,4,1,1,10806.0,294,0,0,1,0,2011-12-03,3288,9,7-11,True
995,Valerie Whitney,"15594 Karen Shoals Suite 884
Port Codyfurt, ID 41751",Gonzalezhaven,4,1,1,11002.0,330,1,1,0,0,2004-12-04,5843,15,12-15,False
996,Michael Sandoval,"444 Brandon Inlet Suite 069
North Timothytown, WA 76641",Smithfurt,3,0,1,67.0,162,1,1,1,1,1989-09-22,11395,31,adult,False
997,Cole Mccormick,"1016 Sandra Fork Suite 260
Smithberg, IA 92831",Smithfurt,4,1,0,4053.0,304,1,1,0,0,1986-10-12,12471,34,adult,False
998,Danny Gill,"5099 Garcia Ridges
Lake Amandaburgh, MI 25700",South Heatherport,5,0,1,624.0,90,1,0,0,1,1976-05-31,16257,44,adult,False
999,Taylor Kaufman,"639 Eric Keys
Christymouth, DC 18479",North Elizabeth,3,0,1,4988.0,205,0,0,1,0,2008-07-29,4510,12,12-15,False
